Number,Cell,Slice,Date,Sample,Mouse,Mouse date of birth,Mouse age,Mouse gender,Mouse genotype,Targeted layer,Inferred layer,Cre,Exon reads,Intron reads,Intergenic reads,Sequencing batch,Number of genes detected,RNA family,RNA type,RNA type confidence,RNA type top-3,ALM/VISp top-3,Length (bp),Yield (pg/µl),User,Hold Time (min),Soma depth (µm),Soma depth (4x),Cortical thickness (4x),Cortical thickness (µm),Traced,Exclusion reasons
842,20190506_sample_5,20190506_slice_5,5/6/2019,Sample 5,mouse_EFCUW,11/25/2018,162,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,934932,789385,113243,8,8677,Vip,Vip Sncg,0.99,Vip Sncg (98.6%),Vip Col15a1 Pde1a (100.0%),1611,270.02,Fede,29,120.6,41.2,459.1,1267.116,y,
843,20190506_sample_6,20190506_slice_6,5/6/2019,Sample 6,mouse_EFCUW,11/25/2018,162,M,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP-,1862374,1263702,137876,8,10234,CT,L6 CT Cpa6,0.91,L6 CT Cpa6 (91.1%),,,,,,,,,,,
844,20190506_sample_7,20190506_slice_7,5/6/2019,Sample 7,mouse_EFCUW,11/25/2018,162,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1300125,513447,157245,8,8819,Vip,Vip Mybpc1_2,0.46,Vip Mybpc1_2 (46.1%),,,,,,,,,,,
845,20190507_sample_2,20190507_slice_2,5/7/2019,Sample 2,mouse_EUEJJ,1/11/2019,116,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,744118,239791,73881,8,9622,Vip,Vip Mybpc1_3,0.58,Vip Mybpc1_3 (58.0%),,,,,,,,,,,
846,20190507_sample_3,20190507_slice_3,5/7/2019,Sample 3,mouse_EUEJJ,1/11/2019,116,M,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP-,708818,688140,79050,8,9533,CT,L6 CT Cpa6,0.87,L6 CT Cpa6 (87.3%),,,,,,,,,,,
847,20190507_sample_4,20190507_slice_4,5/7/2019,Sample 4,mouse_EUEJJ,1/11/2019,116,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,987938,432057,82281,8,8171,Vip,Vip Sncg,0.84,Vip Sncg (84.0%),,,,,,,,,,,
848,20190507_sample_5,20190507_slice_5,5/7/2019,Sample 5,mouse_EUEJJ,1/11/2019,116,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,560995,341673,54349,8,7069,Vip,Vip Mybpc1_2,0.94,Vip Mybpc1_2 (93.9%),,,,,,,,,,,
849,20190507_sample_6,20190507_slice_6,5/7/2019,Sample 6,mouse_EUEJJ,1/11/2019,116,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1759639,602492,171408,8,9043,Vip,Vip Mybpc1_2,0.99,Vip Mybpc1_2 (99.4%),Vip Crispld2 Kcne4 (92.0%),,,,,,,,,,
850,20190508_sample_1,20190508_slice_1,5/8/2019,Sample 1,mouse_SQUNI,12/26/2018,133,M,Sst-IRES-Cre/wt; Ai9/wt,1,1,SST-,605235,229620,63521,8,6792,Lamp5,Lamp5 Pax6,0.98,Lamp5 Pax6 (98.3%),Lamp5 Krt73 (96.0%),1733,212.55,Fede,33,90.1,31.9,500.4,1381.104,y,
851,20190508_sample_2,20190508_slice_2,5/8/2019,Sample 2,mouse_SQUNI,12/26/2018,133,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,495279,35161,40860,8,3985,Sst,Sst Etv1,0.54,Sst Etv1 (54.1%),,,,,,,,,,,
852,20190508_sample_3,20190508_slice_3,5/8/2019,Sample 3,mouse_SQUNI,12/26/2018,133,M,Sst-IRES-Cre/wt; Ai9/wt,1,1,SST-,1178385,314326,88465,8,9726,Lamp5,Lamp5 Slc35d3,0.79,Lamp5 Slc35d3 (79.0%),,,,,,,,,,,
853,20190508_sample_4,20190508_slice_4,5/8/2019,Sample 4,mouse_SQUNI,12/26/2018,133,M,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,290926,191728,66050,8,10202,Sst,Sst Penk,0.97,Sst Penk (97.3%),Sst Myh8 Fibin (100.0%),2219,113.08,Fede,33,1220.9,436.6,516.2,1424.712,y,
854,20190508_sample_5,20190508_slice_5,5/8/2019,Sample 5,mouse_SQUNI,12/26/2018,133,M,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST-,283299,67017,48291,8,3773,low quality,,,,,1584,65.5,Fede,18,1342,489.5,545,1504.2,,
855,20190508_sample_6,20190508_slice_6,5/8/2019,Sample 6,mouse_SQUNI,12/26/2018,133,M,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,1278693,820316,122450,8,10829,Pvalb,Pvalb Egfem1,0.64,Pvalb Egfem1 (63.7%),,,,,,,,,,,
856,20190508_sample_7,20190508_slice_7,5/8/2019,Sample 7,mouse_SQUNI,12/26/2018,133,M,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,1152527,701621,146372,8,10498,Sst,Sst Th_3,0.86,Sst Th_3 (86.3%),,,,,,,,,,,
857,20190509_sample_2,20190509_slice_2,5/9/2019,Sample 2,mouse_NASMM,2/24/2019,74,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,467717,632675,108200,8,9945,Vip,Vip Sncg,0.9,Vip Sncg (90.4%),,,,,,,,,,,
858,20190509_sample_3,20190509_slice_3,5/9/2019,Sample 3,mouse_NASMM,2/24/2019,74,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,820600,65393,78066,8,7555,Lamp5,Lamp5 Slc35d3,0.34,Lamp5 Slc35d3 (34.3%),,,,,,,,,,,
859,20190509_sample_4,20190509_slice_4,5/9/2019,Sample 4,mouse_NASMM,2/24/2019,74,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,5,VIP+,817306,94804,117185,8,7410,Vip,Vip C1ql1,0.3,Vip C1ql1 (30.1%),,,,,,,,,,,
860,20190509_sample_5,20190509_slice_5,5/9/2019,Sample 5,mouse_NASMM,2/24/2019,74,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,869721,83224,99073,8,8375,Lamp5,Lamp5 Egln3_2,0.34,Lamp5 Egln3_2 (33.9%),,,,,,,,,,,
861,20190509_sample_9,20190509_slice_9,5/9/2019,Sample 9,mouse_DAQHB,2/24/2019,74,M,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,763242,84645,98784,8,7168,Vip,Vip Chat_1,0.32,Vip Chat_1 (31.9%),,,,,,,,,,,
862,20190513_sample_1,20190513_slice_1,5/13/2019,Sample 1,mouse_HGZZB,2/24/2019,78,M,Vip-IRES-Cre/wt; Ai9/wt,1,3-Feb,VIP-,1416855,2075075,252720,8,11133,Lamp5,Lamp5 Egln3_1,0.91,Lamp5 Egln3_1 (90.9%),,,,,,,,,,,
863,20190513_sample_2,20190513_slice_2,5/13/2019,Sample 2,mouse_HGZZB,2/24/2019,78,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1718311,229928,99021,8,10288,Vip,Vip Chat_1,0.77,Vip Chat_1 (77.3%),,,,,,,,,,,
864,20190513_sample_3,20190513_slice_3,5/13/2019,Sample 3,mouse_HGZZB,2/24/2019,78,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1009349,600695,102949,8,9417,Vip,Vip Mybpc1_2,1,Vip Mybpc1_2 (99.6%),Vip Crispld2 Htr2c (100.0%),1662,169.11,Fede,37,200.1,72,478.2,1319.832,y,
865,20190513_sample_4,20190513_slice_4,5/13/2019,Sample 4,mouse_HGZZB,2/24/2019,78,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,566518,99136,52943,8,7257,Vip,Vip Mybpc1_2,0.95,Vip Mybpc1_2 (95.4%),Vip Crispld2 Kcne4 (71.0%),,,,,,,,,,
866,20190513_sample_5,20190513_slice_5,5/13/2019,Sample 5,mouse_HGZZB,2/24/2019,78,M,Vip-IRES-Cre/wt; Ai9/wt,1,3-Feb,VIP-,1013664,938546,144321,8,10318,Lamp5,Lamp5 Egln3_1,0.42,Lamp5 Egln3_1 (41.7%),,,,,,,,,,,
867,20190514_sample_2,20190514_slice_2,5/14/2019,Sample 2,mouse_VVCRL,3/18/2019,57,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,1778364,1696764,280834,8,14178,Pvalb,Pvalb Egfem1,0.46,Pvalb Egfem1 (46.0%),,,,,,,,,,,
868,20190514_sample_4,20190514_slice_4,5/14/2019,Sample 4,mouse_VVCRL,3/18/2019,57,F,Pvalb-Cre/wt; Ai9/wt,1,1,PV-,2037699,334609,111918,8,11890,Lamp5,Lamp5 Pdlim5_2,0.92,Lamp5 Pdlim5_2 (92.1%),,,,,,,,,,,
869,20190514_sample_7,20190514_slice_7,5/14/2019,Sample 7,mouse_VVCRL,3/18/2019,57,F,Pvalb-Cre/wt; Ai9/wt,1,3-Feb,PV-,702298,685360,111820,8,9236,Lamp5,Lamp5 Pax6,0.78,Lamp5 Pax6 (77.6%),,,,,,,,,,,
870,20190514_sample_8,20190514_slice_8,5/14/2019,Sample 8,mouse_VVCRL,3/18/2019,57,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1247334,364409,83666,8,11654,Pvalb,Pvalb Calb1_1,0.58,Pvalb Calb1_1 (58.3%),,,,,,,,,,,
871,20190515_sample_1,20190515_slice_1,5/15/2019,Sample 1,mouse_AVLEY,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,684212,786622,72695,8,9447,Lamp5,Lamp5 Pdlim5_2,0.81,Lamp5 Pdlim5_2 (81.0%),,,,,,,,,,,
872,20190515_sample_2,20190515_slice_2,5/15/2019,Sample 2,mouse_AVLEY,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1685760,462793,100962,8,6407,low quality,,,,,1536,83.15,Fede,20,128.5,47.2,527.5,1455.9,,
873,20190515_sample_3,20190515_slice_3,5/15/2019,Sample 3,mouse_AVLEY,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,923231,708000,95968,8,3551,low quality,,,,,1551,63.52,Fede,33,67,24.9,495.6,1367.856,,
874,20190515_sample_4,20190515_slice_4,5/15/2019,Sample 4,mouse_AVLEY,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1214792,1175172,121839,8,3486,Vip,Vip Mybpc1_3,0.68,Vip Mybpc1_3 (68.0%),,,,,,,,,,,
875,20190515_sample_5,20190515_slice_5,5/15/2019,Sample 5,mouse_AVLEY,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,2449966,562650,142376,8,6838,Lamp5,Lamp5 Pax6,1,Lamp5 Pax6 (100.0%),Lamp5 Krt73 (100.0%),1997,295.12,Fede,37,90.2,32.1,488.9,1349.364,,
876,20190515_sample_6,20190515_slice_6,5/15/2019,Sample 6,mouse_AVLEY,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,282364,44588,52453,8,4646,Vip,Vip Mybpc1_2,1,Vip Mybpc1_2 (99.7%),Vip Crispld2 Htr2c (94.0%),,,,,,,,,,
877,20190515_sample_7,20190515_slice_7,5/15/2019,Sample 7,mouse_AVLEY,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,1619181,771244,138733,8,9769,Lamp5,Lamp5 Egln3_1,1,Lamp5 Egln3_1 (99.6%),Lamp5 Fam19a1 Pax6 (99.0%),2042,231.62,Fede,40,71.8,26.3,503,1388.28,,
878,20190515_sample_8,20190515_slice_8,5/15/2019,Sample 8,mouse_AVLEY,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,485727,43994,51407,8,8906,Vip,Vip Mybpc1_3,0.26,Vip Mybpc1_3 (26.1%),,,,,,,,,,,
879,20190515_sample_9,20190515_slice_9,5/15/2019,Sample 9,mouse_AVLEY,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,558998,51485,54265,8,10087,Lamp5,Lamp5 Pax6,0.96,Lamp5 Pax6 (96.4%),Lamp5 Krt73 (66.0%),,,,,,,,,,
880,20190515_sample_10,20190515_slice_10,5/15/2019,Sample 10,mouse_QPOWO,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,5,VIP+,278663,55063,65100,8,9330,Vip,Vip Chat_1,0.91,Vip Chat_1 (90.6%),,,,,,,,,,,
881,20190515_sample_11,20190515_slice_11,5/15/2019,Sample 11,mouse_QPOWO,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,72692,59686,5951,8,8257,Lamp5,Lamp5 Egln3_2,0.86,Lamp5 Egln3_2 (86.1%),,,,,,,,,,,
882,20190515_sample_12,20190515_slice_12,5/15/2019,Sample 12,mouse_QPOWO,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,639234,180564,63864,8,9769,Vip,Vip Chat_1,0.59,Vip Chat_1 (59.4%),,,,,,,,,,,
883,20190515_sample_13,20190515_slice_13,5/15/2019,Sample 13,mouse_QPOWO,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1093529,614765,85612,8,12071,Vip,Vip Mybpc1_2,0.99,Vip Mybpc1_2 (99.1%),Vip Crispld2 Kcne4 (100.0%),1870,499.78,Fede,15,368.4,127,475.5,1312.38,y,
884,20190515_sample_14,20190515_slice_14,5/15/2019,Sample 14,mouse_QPOWO,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,2082476,216290,86244,8,2777,Vip,Vip Mybpc1_2,0.29,Vip Mybpc1_2 (28.6%),,,,,,,,,,,
885,20190515_sample_15,20190515_slice_15,5/15/2019,Sample 15,mouse_QPOWO,2/24/2019,80,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,1403253,1564380,156910,8,8343,Lamp5,Lamp5 Pdlim5_2,0.9,Lamp5 Pdlim5_2 (90.3%),,,,,,,,,,,
886,20190516_sample_2,20190516_slice_2,5/16/2019,Sample 2,mouse_EUNBK,12/22/2018,145,M,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,1667519,817272,138976,8,9164,Sst,Sst Crhr2_1,0.63,Sst Crhr2_1 (63.1%),,,,,,,,,,,
887,20190516_sample_3,20190516_slice_3,5/16/2019,Sample 3,mouse_EUNBK,12/22/2018,145,M,Sst-IRES-Cre/wt; Ai9/wt,1,1,SST-,632639,366456,90950,8,7478,Lamp5,Lamp5 Pdlim5_1,0.58,Lamp5 Pdlim5_1 (57.6%),,,,,,,,,,,
888,20190516_sample_4,20190516_slice_4,5/16/2019,Sample 4,mouse_EUNBK,12/22/2018,145,M,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,1147807,769486,130020,8,9605,Sst,Sst Th_3,0.94,Sst Th_3 (94.3%),,,,,,,,,,,
889,20190516_sample_5,20190516_slice_5,5/16/2019,Sample 5,mouse_EUNBK,12/22/2018,145,M,Sst-IRES-Cre/wt; Ai9/wt,1,1,SST-,1195883,702455,98613,8,9004,Lamp5,Lamp5 Pdlim5_2,0.7,Lamp5 Pdlim5_2 (70.3%),,,,,,,,,,,
890,20190516_sample_6,20190516_slice_6,5/16/2019,Sample 6,mouse_EUNBK,12/22/2018,145,M,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,796232,435642,62142,8,7749,Sst,Sst Chodl,1,Sst Chodl (100.0%),Sst Chodl (100.0%),1642,250.16,Fede,34,1306.3,471.4,482.7,1332.252,y,
891,20190522_sample_1,20190522_slice_1,5/22/2019,Sample 1,mouse_SGFBF,2/24/2019,87,F,Viaat-Cre/wt; Ai9/wt,3-Feb,1,VIAAT+,868160,667568,107899,8,9684,Lamp5,Lamp5 Egln3_1,0.72,Lamp5 Egln3_1 (71.9%),,,,,,,,,,,
892,20190528_sample_2,20190528_slice_2,5/28/2019,Sample 2,mouse_RBROS,2/24/2019,93,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,715900,41961,49272,8,5755,Vip,Vip Chat_1,0.5,Vip Chat_1 (49.9%),,,,,,,,,,,
893,20190528_sample_4,20190528_slice_4,5/28/2019,Sample 4,mouse_RBROS,2/24/2019,93,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,2138503,384776,109716,8,11524,Vip,Vip Mybpc1_2,0.95,Vip Mybpc1_2 (94.9%),,,,,,,,,,,
894,20190528_sample_6,20190528_slice_6,5/28/2019,Sample 6,mouse_RBROS,2/24/2019,93,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,2814124,116336,146995,8,8898,Vip,Vip Chat_1,0.72,Vip Chat_1 (71.7%),,,,,,,,,,,
895,20190528_sample_7,20190528_slice_7,5/28/2019,Sample 7,mouse_RBROS,2/24/2019,93,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,1014743,560540,103272,8,8552,Lamp5,Lamp5 Egln3_2,0.74,Lamp5 Egln3_2 (73.9%),,,,,,,,,,,
896,20190528_sample_8,20190528_slice_8,5/28/2019,Sample 8,mouse_RBROS,2/24/2019,93,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1543420,164118,115715,8,9276,Vip,Vip Mybpc1_2,1,Vip Mybpc1_2 (99.7%),Vip Crispld2 Kcne4 (92.0%),,,,,,,,,,
897,20190528_sample_9,20190528_slice_9,5/28/2019,Sample 9,mouse_RBROS,2/24/2019,93,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,526419,39915,42956,8,7721,Vip,Vip Htr1f,0.28,Vip Htr1f (27.9%),,,,,,,,,,,
898,20190529_sample_2,20190529_slice_2,5/29/2019,Sample 2,mouse_BTYFA,3/23/2019,67,F,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1687548,729413,176359,8,10134,Vip,Vip Mybpc1_2,0.82,Vip Mybpc1_2 (81.9%),,,,,,,,,,,
899,20190529_sample_3,20190529_slice_3,5/29/2019,Sample 3,mouse_BTYFA,3/23/2019,67,F,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,282702,68315,38155,8,6076,Sncg,Sncg Col14a1,0.14,Sncg Col14a1 (14.4%),,,,,,,,,,,
900,20190529_sample_6,20190529_slice_6,5/29/2019,Sample 6,mouse_BTYFA,3/23/2019,67,F,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1510623,951596,142272,8,10281,Vip,Vip Mybpc1_2,0.99,Vip Mybpc1_2 (99.0%),Vip Crispld2 Kcne4 (100.0%),1989,195.38,Fede,33,274.5,96.3,531.8,1467.768,,
901,20190603_sample_1,20190603_slice_1,6/3/2019,Sample 1,mouse_XOWJS,3/23/2019,72,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,1599667,1086418,125624,8,10616,Lamp5,Lamp5 Egln3_2,0.54,Lamp5 Egln3_2 (53.6%),,,,,,,,,,,
902,20190603_sample_2,20190603_slice_2,6/3/2019,Sample 2,mouse_XOWJS,3/23/2019,72,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1210837,75838,80107,8,10007,Vip,Vip Sncg,0.95,Vip Sncg (94.6%),,,,,,,,,,,
903,20190603_sample_3,20190603_slice_3,6/3/2019,Sample 3,mouse_XOWJS,3/23/2019,72,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,904031,918958,116348,8,7624,Vip,Vip Mybpc1_2,0.69,Vip Mybpc1_2 (68.9%),,,,,,,,,,,
904,20190603_sample_4,20190603_slice_4,6/3/2019,Sample 4,mouse_XOWJS,3/23/2019,72,M,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,504592,43575,34563,8,8190,Vip,Vip Mybpc1_2,0.3,Vip Mybpc1_2 (30.1%),,,,,,,,,,,
905,20190603_sample_5,20190603_slice_5,6/3/2019,Sample 5,mouse_XOWJS,3/23/2019,72,M,Vip-IRES-Cre/wt; Ai9/wt,1,3-Feb,VIP-,1048484,102497,125386,8,12473,Lamp5,Lamp5 Pdlim5_2,0.58,Lamp5 Pdlim5_2 (57.7%),,,,,,,,,,,
906,20190603_sample_6,20190603_slice_6,6/3/2019,Sample 6,mouse_QEDJX,3/23/2019,72,M,Vip-IRES-Cre/wt; Ai9/wt,1,3-Feb,VIP-,2415001,577355,145369,8,9689,Lamp5,Lamp5 Pdlim5_2,0.59,Lamp5 Pdlim5_2 (58.9%),,,,,,,,,,,
907,20190603_sample_7,20190603_slice_7,6/3/2019,Sample 7,mouse_QEDJX,3/23/2019,72,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,652270,818900,103151,8,12661,Lamp5,Lamp5 Egln3_2,0.94,Lamp5 Egln3_2 (94.1%),,,,,,,,,,,
908,20190603_sample_9,20190603_slice_9,6/3/2019,Sample 9,mouse_QEDJX,3/23/2019,72,M,Vip-IRES-Cre/wt; Ai9/wt,1,3-Feb,VIP-,3297294,307192,127834,8,10551,Sncg,Sncg Npy2r,0.53,Sncg Npy2r (53.0%),,,,,,,,,,,
909,20190603_sample_10,20190603_slice_10,6/3/2019,Sample 10,mouse_QEDJX,3/23/2019,72,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,602128,826474,96148,8,9291,Vip,Vip Sncg,0.46,Vip Sncg (46.3%),,,,,,,,,,,
910,20190604_sample_2,20190604_slice_2,6/4/2019,Sample 2,mouse_QJQTX,2/28/2019,96,M,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,1250791,972883,100192,8,12719,Pvalb,Pvalb Kank4,0.47,Pvalb Kank4 (47.1%),,,,,,,,,,,
911,20190604_sample_4,20190604_slice_4,6/4/2019,Sample 4,mouse_QJQTX,2/28/2019,96,M,Pvalb-Cre/wt; Ai9/wt,1,3-Feb,PV-,1021625,1011018,125691,8,10247,Lamp5,Lamp5 Pdlim5_1,0.9,Lamp5 Pdlim5_1 (90.1%),,,,,,,,,,,
912,20190604_sample_6,20190604_slice_6,6/4/2019,Sample 6,mouse_QJQTX,2/28/2019,96,M,Pvalb-Cre/wt; Ai9/wt,1,1,PV-,541446,716559,78335,8,11162,Lamp5,Lamp5 Pdlim5_2,0.98,Lamp5 Pdlim5_2 (98.0%),Lamp5 Plch2 Dock5 (99.0%),1643,429.32,Fede,25,86.8,30.6,497.2,1372.272,,
913,20190604_sample_8,20190604_slice_8,6/4/2019,Sample 8,mouse_QJQTX,2/28/2019,96,M,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,698980,718022,109750,8,11299,Pvalb,Pvalb Gabrg1,0.46,Pvalb Gabrg1 (46.4%),,,,,,,,,,,
914,20190604_sample_12,20190604_slice_12,6/4/2019,Sample 12,mouse_EBFUB,12/1/2018,185,M,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,1289743,1212022,163647,8,11132,IT,L5 IT_4,0.69,L5 IT_4 (69.3%),,,,,,,,,,,
915,20190605_sample_1,20190605_slice_1,6/5/2019,Sample 1,mouse_MKKPK,3/23/2019,74,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,218177,63701,28090,8,2110,low quality,,,,,1520,75.65,Fede,33,61.6,23.3,497.1,1371.996,,
916,20190605_sample_2,20190605_slice_2,6/5/2019,Sample 2,mouse_MKKPK,3/23/2019,74,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1301133,775362,184409,8,9916,Vip,Vip Mybpc1_2,0.99,Vip Mybpc1_2 (99.3%),Vip Crispld2 Kcne4 (99.0%),1900,121.71,Fede,21,175.6,63.7,504.2,1391.592,y,
917,20190605_sample_4,20190605_slice_4,6/5/2019,Sample 4,mouse_MKKPK,3/23/2019,74,M,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,490061,65684,77326,8,3419,Vip,Vip Htr1f,0.73,Vip Htr1f (72.6%),,,,,,,,,,,
918,20190605_sample_5,20190605_slice_5,6/5/2019,Sample 5,mouse_MKKPK,3/23/2019,74,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,1473388,443688,108298,8,9962,Lamp5,Lamp5 Pdlim5_1,0.63,Lamp5 Pdlim5_1 (63.1%),,,,,,,,,,,
919,20190605_sample_6,20190605_slice_6,6/5/2019,Sample 6,mouse_MKKPK,3/23/2019,74,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,965562,324792,121061,8,8888,Vip,Vip Mybpc1_2,0.99,Vip Mybpc1_2 (99.4%),Vip Crispld2 Htr2c (54.0%),,,,,,,,,,
920,20190606_sample_1,20190606_slice_1,6/6/2019,Sample 1,mouse_SOYWW,3/21/2019,77,M,Vipr2-IRES2-Cre-D/wt; Ai9/wt,3-Feb,3-Feb,VIPR2+,885570,1081910,112099,8,9916,Pvalb,Pvalb Vipr2_2,0.99,Pvalb Vipr2_2 (99.4%),Pvalb Vipr2 (100.0%),1814,284.04,Fede,33,211.1,74,497.9,1374.204,,
921,20190606_sample_2,20190606_slice_2,6/6/2019,Sample 2,mouse_SOYWW,3/21/2019,77,M,Vipr2-IRES2-Cre-D/wt; Ai9/wt,3-Feb,3-Feb,VIPR2+,2574889,387868,140496,8,12697,Pvalb,Pvalb Vipr2_2,0.89,Pvalb Vipr2_2 (88.7%),,,,,,,,,,,
922,20190606_sample_3,20190606_slice_3,6/6/2019,Sample 3,mouse_SOYWW,3/21/2019,77,M,Vipr2-IRES2-Cre-D/wt; Ai9/wt,3-Feb,3-Feb,VIPR2+,2134835,960414,144224,8,11277,Pvalb,Pvalb Vipr2_2,0.96,Pvalb Vipr2_2 (95.7%),Microglia Siglech (88.0%),,,,,,,,,,
923,20190606_sample_5,20190606_slice_5,6/6/2019,Sample 5,mouse_SOYWW,3/21/2019,77,M,Vipr2-IRES2-Cre-D/wt; Ai9/wt,3-Feb,3-Feb,VIPR2+,416286,56706,38541,8,4561,Pvalb,Pvalb Vipr2_2,0.68,Pvalb Vipr2_2 (68.4%),,,,,,,,,,,
924,20190606_sample_6,20190606_slice_6,6/6/2019,Sample 6,mouse_SOYWW,3/21/2019,77,M,Vipr2-IRES2-Cre-D/wt; Ai9/wt,3-Feb,3-Feb,VIPR2+,1168090,85063,97049,8,7102,IT,L2/3 IT_3,0.88,L2/3 IT_3 (88.4%),,,,,,,,,,,
925,20190606_sample_7,20190606_slice_7,6/6/2019,Sample 7,mouse_SOYWW,3/21/2019,77,M,Vipr2-IRES2-Cre-D/wt; Ai9/wt,3-Feb,3-Feb,VIPR2+,193024,132968,48590,8,3490,low quality,,,,,1507,58.68,Fede,45,182.5,61.4,489.9,1352.124,y,
926,20190606_sample_9,20190606_slice_9,6/6/2019,Sample 9,mouse_SOYWW,3/21/2019,77,M,Vipr2-IRES2-Cre-D/wt; Ai9/wt,3-Feb,3-Feb,VIPR2+,2368965,375195,156469,8,11577,Sst,Sst Pvalb Calb2,0.93,Sst Pvalb Calb2 (93.3%),,,,,,,,,,,
927,20190607_sample_2,20190607_slice_2,6/7/2019,Sample 2,mouse_PKVPH,12/1/2018,188,M,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,1125371,916387,103932,8,9588,Sst,Sst Crhr2_2,0.94,Sst Crhr2_2 (93.9%),,,,,,,,,,,
